TF	High	Low	log2FC_High_vs_Low	diff_High_minus_Low	Regulation
LHX2	8.12099089889023e-05	4.28170848569993e-05	0.923467603391062	3.8392824131903e-05	Higher in High / Lower in Low
SOX2	0.000445174700664895	0.000238414744144475	0.90089786711013	0.00020675995652042	Higher in High / Lower in Low
ZNF613	0.000249645605328071	0.000133957157437297	0.89810934353786	0.000115688447890774	Higher in High / Lower in Low
SOX30	7.72442927448568e-05	4.14526738955455e-05	0.897961564218578	3.57916188493113e-05	Higher in High / Lower in Low
SOX13	0.000150182317333612	8.06700298907548e-05	0.896609434644231	6.95122874428568e-05	Higher in High / Lower in Low
TFCP2L1	0.000336636849730162	0.00018104161080119	0.89487141462435	0.000155595238928972	Higher in High / Lower in Low
HOXC5	6.43841217015588e-05	3.4695857197902e-05	0.89193960950387	2.96882645036568e-05	Higher in High / Lower in Low
SOX17	0.000662715753454495	0.000358341464712389	0.887055037736538	0.000304374288742106	Higher in High / Lower in Low
EBF4	1.83670530284989e-05	9.95049136227052e-06	0.884273848632118	8.4165616662284e-06	Higher in High / Lower in Low
SOX8	0.000232484238457897	0.000126660694005239	0.876163502440463	0.000105823544452659	Higher in High / Lower in Low
SOX4	0.000871736522692643	0.000476675410910171	0.870884810973886	0.000395061111782471	Higher in High / Lower in Low
EN1	4.16728822006059e-05	2.28548913999487e-05	0.866603069756946	1.88179908006572e-05	Higher in High / Lower in Low
HOXC12	3.83100481651559e-05	2.10446178084834e-05	0.864268440908061	1.72654303566725e-05	Higher in High / Lower in Low
HOXD12	2.83567124230363e-05	1.5588150244657e-05	0.863236371980599	1.27685621783793e-05	Higher in High / Lower in Low
ZNF232	6.94263730518726e-05	3.830116401857e-05	0.858093877893901	3.11252090333025e-05	Higher in High / Lower in Low
TWIST1	0.000377739694952379	0.000208718122331476	0.855836218175323	0.000169021572620903	Higher in High / Lower in Low
RFX8	5.486192011797e-05	3.03723334971087e-05	0.853045241177463	2.44895866208612e-05	Higher in High / Lower in Low
FOXO6	0.000299911852808755	0.000166116246810379	0.852344971255586	0.000133795605998376	Higher in High / Lower in Low
EVX2	6.02400801006075e-05	3.34676168714672e-05	0.847955947842987	2.67724632291403e-05	Higher in High / Lower in Low
ZNF416	0.000344010020567303	0.000191748719202073	0.843233315183202	0.000152261301365229	Higher in High / Lower in Low
PDX1	0.000118175346381066	6.60228792036951e-05	0.839890169224948	5.21524671773709e-05	Higher in High / Lower in Low
NFE2L2	0.0023003626576712	0.00129080005335306	0.833595731801163	0.00100956260431814	Higher in High / Lower in Low
VSX1	9.63129123748448e-05	5.45141101902561e-05	0.821098381166231	4.17988021845887e-05	Higher in High / Lower in Low
BACH1	0.00245250574813208	0.00138946734712258	0.819724541608233	0.0010630384010095	Higher in High / Lower in Low
JUND	0.00500969005213004	0.00284249236666982	0.817564850301004	0.00216719768546023	Higher in High / Lower in Low
HEYL	9.86930357393048e-05	5.63433656317485e-05	0.808701441282509	4.23496701075563e-05	Higher in High / Lower in Low
ZNF337	0.000145608651341515	8.35971057113963e-05	0.800570441400898	6.20115456301188e-05	Higher in High / Lower in Low
TRPS1	3.82704265440748e-05	2.19920190922018e-05	0.799247125928079	1.6278407451873e-05	Higher in High / Lower in Low
ETS1	0.00300467632391941	0.00172816503800456	0.797968550811662	0.00127651128591485	Higher in High / Lower in Low
EBF1	0.000886262095431959	0.000511927122441715	0.791794849044548	0.000374334972990244	Higher in High / Lower in Low
ZIC5	0.000670009745079642	0.000389328886948537	0.783192532052226	0.000280680858131105	Higher in High / Lower in Low
MAFA	0.000413049814271151	0.000240610532383252	0.779615736643274	0.000172439281887899	Higher in High / Lower in Low
IRX5	5.00668972085575e-05	2.9334112787068e-05	0.771275655345493	2.07327844214895e-05	Higher in High / Lower in Low
PITX3	0.000118909423066893	7.00891946742835e-05	0.762598249078213	4.88202283926098e-05	Higher in High / Lower in Low
ZNF32	0.000113124037772938	6.68291792999001e-05	0.759354575005036	4.62948584730382e-05	Higher in High / Lower in Low
DDIT3	0.000119149731837533	7.04891643792027e-05	0.757301460643932	4.86605674583301e-05	Higher in High / Lower in Low
PRDM16	0.000778524370993252	0.000465725043811768	0.741263614338605	0.000312799327181484	Higher in High / Lower in Low
ZNF540	5.91426439702404e-05	3.54449841115491e-05	0.738615626320297	2.36976598586914e-05	Higher in High / Lower in Low
FOXH1	0.000140188230482899	8.41436887701333e-05	0.736437576549286	5.60445417127654e-05	Higher in High / Lower in Low
CPEB1	0.000103827882087585	6.29565785608316e-05	0.721763973683258	4.08713035267536e-05	Higher in High / Lower in Low
FOXD2	0.000194753866857237	0.000118523871743219	0.716473837209469	7.62299951140184e-05	Higher in High / Lower in Low
GZF1	2.22483236722762e-05	1.35454527888658e-05	0.715883852433441	8.7028708834104e-06	Higher in High / Lower in Low
PAX6	0.00139371049734739	0.000852214834471841	0.709641779006598	0.00054149566287555	Higher in High / Lower in Low
HOXA4	0.000132772631887093	8.13453899368429e-05	0.706824619115988	5.14272419502504e-05	Higher in High / Lower in Low
ZNF483	0.000574307603041182	0.000353009560694159	0.702116246573953	0.000221298042347022	Higher in High / Lower in Low
NFIB	0.000250040509410172	0.000153754747701778	0.701530526260402	9.62857617083939e-05	Higher in High / Lower in Low
MITF	0.000248872862498109	0.000153220999969318	0.699794521314423	9.56518625287915e-05	Higher in High / Lower in Low
CREM	0.00133897514857402	0.000830658147247829	0.688802347396873	0.000508317001326186	Higher in High / Lower in Low
ZNF384	0.000754178201948155	0.000469107542708874	0.684986638650929	0.000285070659239281	Higher in High / Lower in Low
ZNF22	0.000837060256224677	0.000523842521726101	0.676198204691973	0.000313217734498576	Higher in High / Lower in Low
ZNF485	0.000212618104654675	0.000133637422721189	0.669939983270883	7.89806819334852e-05	Higher in High / Lower in Low
ISL1	0.000187839902680625	0.000118078140831891	0.669761201218787	6.97617618487347e-05	Higher in High / Lower in Low
DLX3	7.99877894178105e-05	5.03656860615002e-05	0.667337554476955	2.96221033563103e-05	Higher in High / Lower in Low
GLI4	0.000279639691289363	0.000176701498600465	0.66225457147257	0.000102938192688898	Higher in High / Lower in Low
ATF7	0.000541706589896144	0.000345670889103448	0.648112379134614	0.000196035700792696	Higher in High / Lower in Low
ZNF410	0.00013798608312518	8.89373579675833e-05	0.633660738928188	4.90487251575971e-05	Higher in High / Lower in Low
FOXC1	0.000826051651584499	0.000534919725196406	0.626909494513592	0.000291131926388093	Higher in High / Lower in Low
EGR3	0.00103115144498777	0.000668063729945294	0.626198520250138	0.000363087715042477	Higher in High / Lower in Low
PAX2	0.000205454725281204	0.000133239739435077	0.624795693262533	7.22149858461272e-05	Higher in High / Lower in Low
VAX2	0.000120801692888439	7.86710681943599e-05	0.618734955115649	4.21306246940796e-05	Higher in High / Lower in Low
FOXL2	0.000141455634480249	9.21446937444136e-05	0.618376103566129	4.9310940735835e-05	Higher in High / Lower in Low
TIGD6	1.68004601358764e-05	1.09485496290933e-05	0.61775639023002	5.85191050678317e-06	Higher in High / Lower in Low
ATF1	0.00117834142318308	0.000768200347228503	0.61720303265396	0.000410141075954578	Higher in High / Lower in Low
DMRT1	3.41493825909465e-05	2.22821248011623e-05	0.615970432120017	1.18672577897842e-05	Higher in High / Lower in Low
ZNF354A	0.000306345426409297	0.000200269153265528	0.613218838133576	0.00010607627314377	Higher in High / Lower in Low
BCL11B	4.96942120465599e-05	3.25833238990023e-05	0.60894252035536	1.71108881475577e-05	Higher in High / Lower in Low
CDX4	3.1926200717616e-05	2.09482253067844e-05	0.607910484632772	1.09779754108316e-05	Higher in High / Lower in Low
DMRTA1	4.84730434362985e-05	3.18123277716772e-05	0.60759516727662	1.66607156646213e-05	Higher in High / Lower in Low
ZNF33B	0.000175249061551508	0.000116120493236327	0.593783694404683	5.91285683151817e-05	Higher in High / Lower in Low
LHX9	3.90476167668258e-05	2.59304401806258e-05	0.590585931789744	1.31171765862e-05	Higher in High / Lower in Low
CDX1	0.000208966209352698	0.000139653161653147	0.581421093490072	6.9313047699551e-05	Higher in High / Lower in Low
ZNF34	0.000398842361953096	0.000267323800263321	0.577230183096673	0.000131518561689776	Higher in High / Lower in Low
FOXF1	7.52024838952585e-05	5.04526763674293e-05	0.575848570871891	2.47498075278292e-05	Higher in High / Lower in Low
ZNF695	0.00165070985999488	0.00111105338616231	0.571158382228547	0.000539656473832577	Higher in High / Lower in Low
TP63	0.000185889803512154	0.000125193547747655	0.570287050726704	6.06962557644988e-05	Higher in High / Lower in Low
ZNF302	0.000265606094997215	0.000179299193626271	0.566918991961332	8.63069013709442e-05	Higher in High / Lower in Low
ZNF324B	9.47609150236773e-05	6.3981455527919e-05	0.566637584082925	3.07794594957583e-05	Higher in High / Lower in Low
GLIS2	0.000684687670491451	0.000465825097697954	0.555657563260268	0.000218862572793497	Higher in High / Lower in Low
TEAD3	0.000237459064006725	0.00016168784278533	0.554467333890666	7.57712212213956e-05	Higher in High / Lower in Low
FOXN2	6.41376346999877e-05	4.36933798521515e-05	0.553755389692231	2.04442548478362e-05	Higher in High / Lower in Low
HOXA1	7.36516315782232e-05	5.03588832508726e-05	0.54847028862769	2.32927483273506e-05	Higher in High / Lower in Low
BPTF	0.000293668691083899	0.000201742402182005	0.541674898678553	9.19262889018941e-05	Higher in High / Lower in Low
MAFK	0.000870547730361251	0.000598398101484611	0.54081772666127	0.000272149628876639	Higher in High / Lower in Low
ZNF35	0.00282834442078295	0.00194513482535003	0.540087633589505	0.000883209595432925	Higher in High / Lower in Low
LHX5	2.51013346039566e-05	1.7335794147946e-05	0.534007570276793	7.76554045601063e-06	Higher in High / Lower in Low
SIX3	3.23640608207412e-05	2.23772769714108e-05	0.532356159743496	9.98678384933043e-06	Higher in High / Lower in Low
LCORL	7.75330850678716e-05	5.37288904593854e-05	0.529113201349491	2.38041946084862e-05	Higher in High / Lower in Low
ARX	4.92679547292115e-05	3.41824944803848e-05	0.527390607625906	1.50854602488267e-05	Higher in High / Lower in Low
ZBTB26	0.000129613628219361	8.99410849736246e-05	0.527164734650968	3.96725432457361e-05	Higher in High / Lower in Low
IRX2	1.8585614459396e-05	1.29092551789001e-05	0.525777208406673	5.6763592804959e-06	Higher in High / Lower in Low
BBX	9.42780570557743e-05	6.55067493770344e-05	0.525277794831498	2.87713076787399e-05	Higher in High / Lower in Low
ZBED1	7.20816632367796e-05	5.0314964379096e-05	0.518643893241451	2.17666988576836e-05	Higher in High / Lower in Low
ZFP28	0.000185319738496961	0.000129616151617893	0.515770711834409	5.57035868790679e-05	Higher in High / Lower in Low
ZNF175	8.20977151908393e-05	5.75705061634261e-05	0.512011426591601	2.45272090274132e-05	Higher in High / Lower in Low
ZBTB1	0.000357399065351669	0.000250928075521308	0.510261792051787	0.000106470989830361	Higher in High / Lower in Low
MYNN	0.000151827368287729	0.00010717722271484	0.502433140394921	4.46501455728892e-05	Higher in High / Lower in Low
HMG20B	4.34594831689641e-05	3.07396508356229e-05	0.499568866204391	1.27198323333411e-05	Higher in High / Lower in Low
BNC1	8.16603014961408e-05	5.80743722695788e-05	0.491732521683664	2.3585929226562e-05	Higher in High / Lower in Low
ARNT2	0.000118511148865034	8.46809251280218e-05	0.484913364043733	3.38302237370123e-05	Higher in High / Lower in Low
SNAI2	0.00129286962153177	0.000930105225985565	0.47511090386948	0.000362764395546203	Higher in High / Lower in Low
ELK3	0.00280080954994205	0.0020175880454957	0.473212233434972	0.000783221504446343	Higher in High / Lower in Low
ELF3	0.00167603427923699	0.00120827288532835	0.47210530242885	0.000467761393908641	Higher in High / Lower in Low
MEF2A	0.000389735604899175	0.000281873600436732	0.467447230421144	0.000107862004462443	Higher in High / Lower in Low
RFX6	0.00014668605192013	0.000106144017425501	0.466708259724211	4.05420344946291e-05	Higher in High / Lower in Low
ESR1	0.000520961982703942	0.000377648727033096	0.464133066420101	0.000143313255670846	Higher in High / Lower in Low
VAX1	2.2034159717304e-05	1.60491165609124e-05	0.457245553141356	5.98504315639156e-06	Higher in High / Lower in Low
ZKSCAN2	0.000146604592260739	0.000106861490064042	0.45618789016924	3.97431021966969e-05	Higher in High / Lower in Low
NKX3-1	0.000379179065673325	0.000276805063841963	0.454008839370452	0.000102374001831362	Higher in High / Lower in Low
E2F7	0.000655194008676571	0.000479050354460945	0.451744773507499	0.000176143654215626	Higher in High / Lower in Low
HIVEP3	0.000337686358129892	0.00024714061790493	0.45035160283827	9.05457402249618e-05	Higher in High / Lower in Low
ATF6	0.00140074505936791	0.00102625731281485	0.448801864127632	0.000374487746553063	Higher in High / Lower in Low
ATF2	0.0013798816669618	0.00101105749512811	0.448679474166301	0.000368824171833692	Higher in High / Lower in Low
CREB3	0.00160635671371361	0.00117818741314004	0.447223220633021	0.000428169300573562	Higher in High / Lower in Low
HMGA1	0.00132303338344888	0.000970574484663531	0.446938586443145	0.000352458898785349	Higher in High / Lower in Low
MTF2	0.000900036770231489	0.000660326851179243	0.44680357240182	0.000239709919052246	Higher in High / Lower in Low
FOXJ2	0.000546564525670504	0.000401372907278874	0.445448492566671	0.000145191618391629	Higher in High / Lower in Low
E4F1	0.000291711620135709	0.000214468844558165	0.443774592398814	7.72427755775441e-05	Higher in High / Lower in Low
ZNF467	0.00464431974906748	0.00342052334120446	0.44125021540866	0.00122379640786302	Higher in High / Lower in Low
KLF14	0.00127358784570128	0.000938635481714024	0.440261530118964	0.000334952363987261	Higher in High / Lower in Low
LHX6	0.000246216286167339	0.000181884147083192	0.436906181907934	6.43321390841471e-05	Higher in High / Lower in Low
AC023509.3	2.01948189359859e-05	1.4950827528798e-05	0.433757365540487	5.24399140718784e-06	Higher in High / Lower in Low
